Region: ENV-2 Note: not all sequences cover all sites, i.e. partial overlap only.
Number of records retrieved: 314
#	Patient Code	PAT id(SSAM)	Accession	Name	Subtype	Country	Sampling Year	HXB2/MAC239 start	HXB2/MAC239 stop	Sequence Length	Organism
11	PIC1362	13654	DQ853438	14300_1	B	UNITED STATES	2000	535	9645	9129	HIV-1
12	PIC1362	13654	DQ853436	14294_1	B	UNITED STATES	2000	535	9654	9136	HIV-1
13	PIC1362	13654	DQ853450	14302_1	B	UNITED STATES	2000	535	9656	9130	HIV-1
14	PIC1362	13654	DQ853437	14297_1	B	UNITED STATES	2000	535	9650	9124	HIV-1
15	PIC1362	13654	DQ853453	14298_1	B	UNITED STATES	2000	535	9650	9122	HIV-1
16	PIC1362	13654	DQ853451	14303_1	B	UNITED STATES	2000	535	9656	9109	HIV-1
17	PIC1362	13654	DQ853454	14295_1	B	UNITED STATES	2000	535	9571	9043	HIV-1
18	PIC1362	13654	DQ853449	14299_1	B	UNITED STATES	2000	535	9645	9128	HIV-1
19	PIC1362	13654	DQ853452	14296_1	B	UNITED STATES	2000	535	9650	9119	HIV-1
20	PIC1362	13654	DQ853439	14186_1	B	UNITED STATES	2002	790	9417	8644	HIV-1
21	PIC1362	13654	DQ853441	14189_1	B	UNITED STATES	2002	790	9417	8642	HIV-1
22	PIC1362	13654	DQ853443	14181_1	B	UNITED STATES	2002	790	9417	8642	HIV-1
23	PIC1362	13654	DQ853442	14184_1	B	UNITED STATES	2002	790	9417	8648	HIV-1
24	PIC1362	13654	DQ853444	14183_1	B	UNITED STATES	2002	790	9417	8645	HIV-1
25	PIC1362	13654	DQ853440	14182_1	B	UNITED STATES	2002	790	9417	8642	HIV-1
26	PIC1362	13654	DQ853448	14190_1	B	UNITED STATES	2002	790	9417	8651	HIV-1
27	PIC1362	13654	DQ853447	14187_1	B	UNITED STATES	2002	790	9417	8666	HIV-1
28	PIC1362	13654	DQ853446	14188_1	B	UNITED STATES	2002	790	9417	8648	HIV-1
29	PIC1362	13654	DQ853445	14185_1	B	UNITED STATES	2002	790	9417	8636	HIV-1
733	PIC1362	13654	EU588787	20129USPI0082_8y98091pcED5112	B	UNITED STATES	1998	6583	7781	1211	HIV-1
